C1' 0.86
C2' 0.86
C3' 0.86
C4' 0.86
C6  0.86
C5' 0.86
C2  0.86
C5  0.86
C8  0.86
H1'  0.12
H2'  0.12
H3'  0.12
H4'  0.12
H5'  0.12
H5'' 0.12
H2   0.12
H5   0.12
H6   0.12
H8   0.12
H1   0.12
H3   0.12
N1   0.12
N3   0.12
